-200;0;0;0;0;0;0;0;0
-199;0;0;0;0;0;0;0;0
-198;0;0;0;0;0;0;0;0
-197;0;0;0;0;0;0;0;0
-196;0;0;0;0;0;0;0;0
-195;0;0;0;0;0;0;0;0
-194;0;0;0;0;0;0;0;0
-193;0;0;0;0;0;0;0;0
-192;0;0;0;0;0;0;0;0
-191;0;0;0;0;0;0;0;0
-190;0;0;0;0;0;0;0;0
-189;0;0;0;0;0;0;0;0
-188;0;0;0;0;0;0;0;0
-187;0;0;0;0;0;0;0;0
-186;0;0;0;0;0;0;0;0
-185;0;0;0;0;0;0;0;0
-184;0;0;0;0;0;0;0;0
-183;0;0;0;0;0;0;0;0
-182;0;0;0;0;0;0;0;0
-181;0;0;0;0;0;0;0;0
-180;0;0;0;0;0;0;0;0
-179;0;0;0;0;0;0;0;0
-178;0;0;0;0;0;0;0;0
-177;0;0;0;0;0;0;0;0
-176;0;0;0;0;0;0;0;0
-175;0;0;0;0;0;0;0;0
-174;0;0;0;0;0;0;0;0
-173;0;0;0;0;0;0;0;0
-172;0;0;0;0;0;0;0;0
-171;0;0;0;0;0;0;0;0
-170;0;0;0;0;0;0;0;0
-169;0;0;0;0;0;0;0;0
-168;0;0;0;0;0;0;0;0
-167;0;0;0;0;0;0;0;0
-166;2.7433e-05;0;4.1415e-06;0;0;2.3899e-06;5.6958e-06;8.2426e-06
-165;8.3469e-05;6.1054e-06;8.9008e-06;7.5116e-06;5.6203e-06;6.1005e-06;2.9452e-05;2.4632e-05
-164;0.00021638;2.3444e-05;2.542e-05;2.968e-05;2.2345e-05;1.4586e-05;8.9453e-05;6.3398e-05
-163;0.00043812;6.6619e-05;6.0164e-05;8.6074e-05;6.5156e-05;2.6589e-05;0.00021338;0.00012726
-162;0.0007213;0.00014951;0.00013192;0.00019748;0.00015046;3.8272e-05;0.00041445;0.00020743
-161;0.001011;0.00027615;0.00027971;0.0003747;0.00028789;4.617e-05;0.00067592;0.00028785
-160;0.0012467;0.0004361;0.00055853;0.00061154;0.0004752;4.9853e-05;0.00095007;0.00035199
-159;0.0013864;0.00060619;0.0010247;0.00088486;0.0006981;5.326e-05;0.001172;0.00038972
-158;0.0014235;0.00075785;0.0017161;0.0011614;0.00093512;6.4218e-05;0.001283;0.00040149
-157;0.0013892;0.00086733;0.0026354;0.0014091;0.0011657;9.2308e-05;0.0012543;0.00039834
-156;0.0013411;0.00092479;0.003742;0.0016082;0.0013785;0.00014591;0.001103;0.00039767
-155;0.0012825;0.00093893;0.0049474;0.0017583;0.0015763;0.00022441;0.00088036;0.00039868
